label,sentence,label_id
positive,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",0
positive,The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,0
neutral,"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",2
neutral,The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,2
neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",2
negative,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,1
neutral,"At the moment , there are approximately 20 Vianor sales offices in Russia .",2
positive,"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",0
neutral,Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,2
positive,Talvivaara also maintains its assumption of turning cash flow positive before the year end .,0
positive,Also Lemmink+Æinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,0
neutral,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",2
negative,"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+Æmeri , the Northernmost part of the Gulf of Bothnia .",1
positive,"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .",0
neutral,"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",2
neutral,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",2
negative,RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,1
positive,The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,0
neutral,It will provide heating in the form of hot water for the sawmill 's needs .,2
positive,"The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes .",0
positive,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",0
neutral,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",2
neutral,"However , the production is almost entirely very labor intensive and based on small investments only .",2
neutral,"The company has the poser , who wants to impress people with the latest handset .",2
negative,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,1
negative,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",1
neutral,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",2
positive,"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",0
positive,Clothing chain Sepp+Æl+Æ 's net sales increased by 7.0 % to EUR 30.8 mn .,0
neutral,"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .",2
negative,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",1
neutral,However short-term rentals are becoming more popular .,2
neutral,"Editor 's note : Grimaldi generated a 1.7 bln euro ( $ 2.182 bln ) turnover in 2005 , ANSA reported on May 29 , 2006 .",2
positive,1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,0
neutral,"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",2
neutral,Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,2
neutral,"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",2
neutral,"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",2
neutral,"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",2
neutral,"Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat .",2
neutral,The financial details of the transaction were not disclosed .,2
neutral,Pentik+Æinen emphasises that the most of the internet contents media houses provide can not be free forever .,2
neutral,"A local waste management company , Turun Seudun J+Ætehuolto , has planned to set up a 150,000 tonne waste-burning facility .",2
positive,"Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday .",0
neutral,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",2
neutral,"Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of 1,600 tonnes per hour .",2
neutral,Profit after taxes totaled EUR 12.1 mn .,2
neutral,"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",2
positive,"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",0
neutral,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",2
negative,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,1
neutral,"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",2
positive,15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,0
neutral,Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,2
negative,"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",1
neutral,"Retail chain Suomen L+Æhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",2
neutral,"Our customers include companies in the energy and process industry sectors , in particular .",2
negative,"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",1
positive,"Last year , Lemminkainen completed the Kouvola K-supermarket contract .",0
positive,Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,0
neutral,The new shares will provide the shareholders with full shareholder rights .,2
positive,"Finnish P+¦yry has been awarded an engineering contract by CFR , the national railway company of Romania .",0
neutral,The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,2
positive,"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",0
neutral,EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,2
neutral,Net sales in 2007 totalled EUR 329 million and the operating margin was over 19 % .,2
neutral,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,2
positive,"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",0
positive,Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,0
positive,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,0
positive,A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .,0
positive,"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",0
negative,Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,1
negative,"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",1
neutral,No financial detail were available .,2
negative,"IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .",1
neutral,"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",2
neutral,"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",2
neutral,"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",2
negative,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,1
neutral,The transaction value is CAD 15 million approximately EUR 10 million .,2
neutral,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",2
neutral,"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",2
positive,Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,0
positive,"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",0
neutral,"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",2
neutral,No financial details were provided .,2
positive,The policy was also aimed at making the companies more profitable and competitive .,0
neutral,Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,2
neutral,Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,2
neutral,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",2
negative,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,1
neutral,The value of the confirmed aircraft orders totals EUR 2bn .,2
neutral,"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",2
neutral,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",2
positive,"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",0
neutral,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",2
positive,The companies expect the first orders already in 2011 .,0
positive,Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .,0
neutral,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,2
positive,TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,0
neutral,"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account .",2
negative,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,1
neutral,Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,2
neutral,Danske Bank is Denmark 's largest bank with 3.5 million customers .,2
neutral,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",2
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",0
neutral,Elisa will expand the use of this technology provided the pilot proves successful .,2
neutral,"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",2
neutral,The presentation material can be viewed on the company 's website in English after the conference .,2
neutral,Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .,2
neutral,"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",2
neutral,QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,2
neutral,The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,2
neutral,Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,2
positive,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",0
neutral,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,2
positive,"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",0
positive,"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",0
neutral,The solid fuel is heated before sludge is mixed therein . '',2
positive,"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",0
neutral,"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",2
neutral,Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009 .,2
neutral,"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",2
negative,"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",1
positive,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",0
negative,EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,1
neutral,"The value of the deal exceeds EUR500 ,000 , the company said .",2
negative,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,1
neutral,"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",2
positive,Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,0
negative,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",1
neutral,The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,2
positive,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",0
neutral,"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek .",2
positive,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",0
neutral,It has80 branches in Finland with annual revenue in Finland of ?,2
neutral,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",2
neutral,The company will issue an inaugural Eurobond deal in the near future subject to market conditions .,2
neutral,The company 's model is based on developer contracting construction projects and customer focused project management .,2
positive,The company will also be compensated for acting as a reserve batch plant .,0
neutral,"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",2
positive,"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",0
positive,"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .",0
positive,Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,0
neutral,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",2
positive,Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,0
negative,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",1
neutral,Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .,2
neutral,Also the traditional grapevine carries a lot of weight .,2
positive,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",0
positive,Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,0
neutral,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",2
negative,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,1
neutral,A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .,2
positive,Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,0
neutral,"The company will publish its financial statement for 2008 on February 25 , 2009 .",2
positive,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",0
positive,"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .",0
positive,"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",0
positive,`` The trend in the sports and leisure markets was favorable in the first months of the year .,0
positive,Olvi has posted a strong set of figures for the first six months of this year .,0
positive,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,0
neutral,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",2
neutral,The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,2
neutral,Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,2
positive,Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,0
neutral,Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,2
neutral,"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",2
neutral,- Profit before taxes was EUR 105.9 82.7 million .,2
negative,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",1
neutral,"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country .",2
neutral,"The contract covers installation , training and start-up services .",2
positive,"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",0
positive,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,0
negative,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,1
negative,The number of bodily injury cases quadrupled in 2000-2006 .,1
positive,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",0
negative,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,1
neutral,The deal includes an option for Cramo to buy out the minority stake in 2011 .,2
neutral,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,2
positive,We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',0
neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",2
neutral,"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights .",2
neutral,"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",2
positive,"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",0
positive,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,0
negative,"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",1
neutral,"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",2
neutral,"We offer challenging and interesting employment for over 20,000 people in 20 countries throughout Europe .",2
neutral,The company closed last year with a turnover of about four million euros .,2
neutral,The new SEPA cads will replace Finnish bank cards .,2
neutral,The divested stake represented about 2.7 m shares in Okmetic 's capital .,2
neutral,Pohjola could increase its stake to 45 % in 2013 .,2
positive,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",0
neutral,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",2
neutral,The right margin will be viewed separately in detail with every customer .,2
neutral,SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,2
positive,"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",0
neutral,"Additionally , information on business segments , competitors and future outlook are provided .",2
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",0
positive,Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,0
negative,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",1
neutral,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",2
negative,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",1
positive,"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",0
neutral,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,2
neutral,"We are adjusting to the present situation by cutting our capacity and costs without , however , jeopardising our Asia strategy over the longer term .",2
positive,Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,0
neutral,"The contract value amounts to about EUR11m , the company added .",2
neutral,"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",2
positive,"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today .",0
neutral,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",2
neutral,Yvonne Jones is owner of Chameleon Interiors .,2
neutral,The sale of the food potato business is part of Raisio 's plan to streamline and clarify its business operations .,2
neutral,"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",2
neutral,"The total value of the agreement is USD4 .0 m , the company said .",2
neutral,"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",2
positive,"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .",0
negative,UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,1
neutral,"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .",2
neutral,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",2
positive,"Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .",0
neutral,The sellers were the founders of the company .,2
positive,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,0
neutral,"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",2
positive,"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",0
neutral,Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,2
neutral,Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .,2
positive,Componenta 's objective with this agreement is to increase business on its existing production lines .,0
neutral,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,2
neutral,All other charges were dismissed .,2
neutral,"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .",2
neutral,"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",2
neutral,The group 's net sales in 2007 were EUR683 .6 m.,2
positive,The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,0
positive,Ramirent s Danish subsidiary Ramirent A-S has today signed an agreement to acquire the business assets of the machinery rental company Jydsk Materiel Udlejning located in West Jutland .,0
neutral,"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",2
positive,Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,0
neutral,"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",2
positive,"In addition to Russia , we now seek additional growth in Ukraine .",0
neutral,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",2
neutral,The restructuring measures will not affect the production of packaging printing material .,2
neutral,"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",2
neutral,"from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .",2
neutral,"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",2
positive,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,0
neutral,The value of the orders is over EUR 25mn .,2
positive,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,0
positive,"Previously , the company anticipated its operating profit to improve over the same period .",0
positive,"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .",0
positive,It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,0
neutral,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",2
positive,"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .",0
negative,"Exports of goods fell by 59 % , and imports by 16.7 % .",1
neutral,"Swedish telco TeliaSonera is teaming up with Friends , a Swedish organization against bullying , to fight bullying of children and teenagers via electronic channels .",2
neutral,As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,2
